quarter,value
2021 Q3,510335.9
2021 Q4,509240.5
2022 Q1,505540.73333333334
2022 Q2,502594.06666666665
2022 Q3,497522.1666666667
2022 Q4,481211.7
2023 Q1,470633.56666666665
2023 Q2,473422.9333333333
2023 Q3,469342.1
2023 Q4,461677.0666666667
2024 Q1,460881.93333333335
2024 Q2,465841.93333333335
2024 Q3,456558.3
2024 Q4,466896.4666666667
2025 Q1,470031
2025 Q2,467485.06666666665
2025 Q3,462764.1
