group,post,mean_log,sd_log,mean_lvl
CH,FALSE,13.086811396132221,0.07961009214745311,483976.1190357143
CH,TRUE,13.135741595161862,0.04945073779460558,507290.15377777774
Donor,FALSE,14.021970307826853,1.035809803765198,2045488.2534375
Donor,TRUE,14.175383692843754,0.9469765539876474,2224263.8863030304
HK+SG,FALSE,12.816012604886973,0.3193235762517892,386160.5164642857
HK+SG,TRUE,12.93677090287276,0.3309504991310722,437028.04205555556
